TREECODE,TREESP,SITENUM,SITE,YEAR,TREENUM,NLEAVES,LEAFMASS,NGALLS,GALLMASS,NAME,STEM,LEAF
133,lobata,1,HNHR,2005,242,52,4.818,0,0,Andricus brunneus,0,1
442,lobata,15,KAWEAH O,2006,2,24,2.928,0,0,Andricus brunneus,0,1
73,douglasi,1,HNHR,2004,154,102,4.37,0,0,Andricus brunneus,0,1
110,lobata,1,HNHR,2005,211,65,7.894,2,0.001,Andricus brunneus,0,1
302,douglasi,8,LIEBRE M,2005,35,42,2.929,0,0,Andricus brunneus,0,1
116,douglasi,1,HNHR,2004,218,37,10.72,0,0,Andricus brunneus,0,1
408,douglasi,14,SAN JOAQ,2005,3,57,2.377,1,0.014,Andricus brunneus,0,1
471,lobata,8,LIEBRE M,2004,47,30,3.97,0,0,Andricus brunneus,0,1
83,douglasi,1,HNHR,2004,168,42,7.56,0,0,Andricus brunneus,0,1
231,douglasi,3,POZO,2004,28,74,3.38,11,0.07,Andricus brunneus,0,1
50,douglasi,1,HNHR,2004,120,45,6.66,0,0,Andricus brunneus,0,1
465,lobata,8,LIEBRE M,2000,41,29,3.779,0,0,Andricus brunneus,0,1
4,lobata,1,HNHR,2001,6,29,5.504,0,0,Andricus brunneus,0,1
293,douglasi,8,LIEBRE M,2005,26,73,3.147,0,0,Andricus brunneus,0,1
89,lobata,1,HNHR,2002,177,41,4.748,0,0,Andricus brunneus,0,1
150,lobata,2,JASPER R,2003,14,34,4.563,0,0,Andricus brunneus,0,1
24,douglasi,1,HNHR,2005,51,51,3.986,0,0,Andricus brunneus,0,1
209,douglasi,3,POZO,2005,2,98,3.874,43,0.564,Andricus brunneus,0,1
456,douglasi,16,KAWEAH R,2004,16,41,4.74,1,0.01,Andricus brunneus,0,1
435,lobata,9,HOPLAND,2005,67,52,5.164,0,0,Andricus brunneus,0,1
57,lobata,1,HNHR,2001,127,37,4.013,0,0,Andricus brunneus,0,1
31,lobata,1,HNHR,2001,61,38,5.669,0,0,Andricus brunneus,0,1
104,lobata,1,HNHR,2004,199,54,5.46,0,0,Andricus brunneus,0,1
37,lobata,1,HNHR,2004,74,89,10.83,0,0,Andricus brunneus,0,1
468,lobata,8,LIEBRE M,2001,44,52,4.133,0,0,Andricus brunneus,0,1
97,lobata,1,HNHR,2001,189,84,6.282,0,0,Andricus brunneus,0,1
261,douglasi,4,SEDGWICK,2003,5,65,3.987,0,0,Andricus brunneus,0,1
315,douglasi,9,HOPLAND,2004,9,57,3.62,0,0,Andricus brunneus,0,1
206,lobata,2,JASPER R,2006,98,12,3.285,0,0,Andricus brunneus,0,1
327,douglasi,9,HOPLAND,2005,62,46,3.571,0,0,Andricus brunneus,0,1
132,lobata,1,HNHR,2005,241,9,2.303,0,0,Andricus brunneus,0,1
479,lobata,12,SIERRA F,2001,41,42,10.024,0,0,Andricus brunneus,0,1
344,douglasi,11,DYE CRK,2004,2,64,5.58,0,0,Andricus brunneus,0,1
96,lobata,1,HNHR,2002,188,45,5.253,0,0,Andricus brunneus,0,1
339,lobata,10,TOWER HS,2000,54,43,10.448,0,0,Andricus brunneus,0,1
71,lobata,1,HNHR,2000,152,22,3.542,0,0,Andricus brunneus,0,1
333,lobata,10,TOWER HS,2002,8,25,3.55,0,0,Andricus brunneus,0,1
336,lobata,10,TOWER HS,2001,11,34,9.84,0,0,Andricus brunneus,0,1
11,douglasi,1,HNHR,2003,25,83,4.497,0,0,Andricus brunneus,0,1
50,douglasi,1,HNHR,2005,120,23,4.12,1,0.005,Andricus brunneus,0,1
322,douglasi,9,HOPLAND,2005,55,42,5.552,0,0,Andricus brunneus,0,1
371,lobata,11,DYE CRK,2004,29,60,5.52,0,0,Andricus brunneus,0,1
351,douglasi,11,DYE CRK,2004,9,29,5.03,0,0,Andricus brunneus,0,1
473,lobata,8,LIEBRE M,2006,49,30,3.312,0,0,Andricus brunneus,0,1
239,lobata,3,POZO,2006,43,14,4.179,0,0,Andricus brunneus,0,1
200,lobata,2,JASPER R,2006,88,16,2.142,0,0,Andricus brunneus,0,1
335,lobata,10,TOWER HS,2006,10,14,3.798,0,0,Andricus brunneus,0,1
290,douglasi,8,LIEBRE M,2003,23,118,6.454,0,0,Andricus brunneus,0,1
30,douglasi,1,HNHR,2003,58,112,10.376,6,0.104,Andricus brunneus,0,1
349,douglasi,11,DYE CRK,2005,7,105,5.862,0,0,Andricus brunneus,0,1
205,lobata,2,JASPER R,2002,97,39,8.122,0,0,Andricus brunneus,0,1
476,lobata,12,SIERRA F,2001,38,36,4.156,0,0,Andricus brunneus,0,1
217,lobata,3,POZO,2005,12,55,2.229,0,0,Andricus brunneus,0,1
120,douglasi,1,HNHR,2005,223,93,9.462,3,0.129,Andricus brunneus,0,1
339,lobata,10,TOWER HS,2001,54,34,8.037,0,0,Andricus brunneus,0,1
284,lobata,4,SEDGWICK,2006,48,12,4.505,0,0,Andricus brunneus,0,1
407,douglasi,14,SAN JOAQ,2005,2,61,2.862,7,0.09,Andricus brunneus,0,1
142,lobata,2,JASPER R,2004,5,17,3.52,0,0,Andricus brunneus,0,1
223,douglasi,3,POZO,2004,19,61,2.36,0,0,Andricus brunneus,0,1
65,lobata,1,HNHR,2002,142,46,5.993,0,0,Andricus brunneus,0,1
51,douglasi,1,HNHR,2004,121,56,5.362,0,0,Andricus brunneus,0,1
285,lobata,4,SEDGWICK,2004,49,47,4.33,0,0,Andricus brunneus,0,1
373,lobata,11,DYE CRK,2000,31,47,3.493,0,0,Andricus brunneus,0,1
212,douglasi,3,POZO,2003,5,34,2.549,0,0,Andricus brunneus,0,1
43,lobata,1,HNHR,2005,98,28,2.627,0,0,Andricus brunneus,0,1
245,lobata,3,POZO,2005,51,26,2.002,0,0,Andricus brunneus,0,1
36,lobata,1,HNHR,2001,72,38,5.578,0,0,Andricus brunneus,0,1
308,douglasi,9,HOPLAND,2003,2,29,3.467,0,0,Andricus brunneus,0,1
468,lobata,8,LIEBRE M,2003,44,82,4.522,0,0,Andricus brunneus,0,1
455,douglasi,16,KAWEAH R,2004,15,29,2.72,0,0,Andricus brunneus,0,1
288,douglasi,8,LIEBRE M,2005,21,43,6.728,0,0,Andricus brunneus,0,1
63,lobata,1,HNHR,2003,139,73,6.317,0,0,Andricus brunneus,0,1
16,douglasi,1,HNHR,2005,40,116,6.216,1,0.072,Andricus brunneus,0,1
413,douglasi,14,SAN JOAQ,2003,8,128,6.152,0,0,Andricus brunneus,0,1
411,douglasi,14,SAN JOAQ,2004,6,69,3.4,0,0,Andricus brunneus,0,1
282,lobata,4,SEDGWICK,2004,46,30,6.33,0,0,Andricus brunneus,0,1
38,lobata,1,HNHR,2001,75,30,6.949,0,0,Andricus brunneus,0,1
374,lobata,11,DYE CRK,2000,32,46,5.808,0,0,Andricus brunneus,0,1
246,lobata,3,POZO,2005,53,28,6.294,0,0,Andricus brunneus,0,1
316,douglasi,9,HOPLAND,2003,10,86,3.08,3,0.01,Andricus brunneus,0,1
449,lobata,15,KAWEAH O,2003,9,28,4.719,0,0,Andricus brunneus,0,1
449,lobata,15,KAWEAH O,2006,9,19,3.387,0,0,Andricus brunneus,0,1
298,douglasi,8,LIEBRE M,2003,31,82,3.74,0,0,Andricus brunneus,0,1
242,lobata,3,POZO,2001,48,105,8.489,2,0.038,Andricus brunneus,0,1
340,lobata,10,TOWER HS,2003,55,41,6.567,0,0,Andricus brunneus,0,1
267,douglasi,4,SEDGWICK,2003,11,42,4.86,0,0,Andricus brunneus,0,1
420,douglasi,14,SAN JOAQ,2003,15,88,5.312,0,0,Andricus brunneus,0,1
42,lobata,1,HNHR,2001,92,39,6.356,0,0,Andricus brunneus,0,1
92,douglasi,1,HNHR,2004,183,70,7.8,0,0,Andricus brunneus,0,1
146,lobata,2,JASPER R,2004,9,28,4.61,0,0,Andricus brunneus,0,1
80,lobata,1,HNHR,2003,163,72,7.017,2,0.003,Andricus brunneus,0,1
179,lobata,2,JASPER R,2001,60,48,6.554,0,0,Andricus brunneus,0,1
209,douglasi,3,POZO,2003,2,61,2.907,3,0.011,Andricus brunneus,0,1
192,lobata,2,JASPER R,2005,74,64,7.221,9,0.031,Andricus brunneus,0,1
285,lobata,4,SEDGWICK,2005,49,57,6.332,0,0,Andricus brunneus,0,1
163,douglasi,2,JASPER R,2003,34,79,9.494,0,0,Andricus brunneus,0,1
275,douglasi,4,SEDGWICK,2005,30,76,5.441,0,0,Andricus brunneus,0,1
235,lobata,3,POZO,2000,34,42,6.86,0,0,Andricus brunneus,0,1
207,lobata,2,JASPER R,2004,99,39,6.84,0,0,Andricus brunneus,0,1
200,lobata,2,JASPER R,2002,88,28,3.723,0,0,Andricus brunneus,0,1
277,douglasi,4,SEDGWICK,2005,35,124,4.626,1,0.007,Andricus brunneus,0,1
483,lobata,12,SIERRA F,2001,45,40,9.016,0,0,Andricus brunneus,0,1
395,douglasi,12,SIERRA F,2003,14,57,5.018,0,0,Andricus brunneus,0,1
338,lobata,10,TOWER HS,2004,53,21,6.79,0,0,Andricus brunneus,0,1
165,lobata,2,JASPER R,2002,38,23,7.738,0,0,Andricus brunneus,0,1
87,lobata,1,HNHR,2002,173,40,6.523,0,0,Andricus brunneus,0,1
28,lobata,1,HNHR,2004,56,23,6.59,0,0,Andricus brunneus,0,1
118,douglasi,1,HNHR,2003,220,51,5.48,0,0,Andricus brunneus,0,1
177,lobata,2,JASPER R,2003,58,57,4.49,0,0,Andricus brunneus,0,1
42,lobata,1,HNHR,2002,92,57,6.96,0,0,Andricus brunneus,0,1
484,lobata,12,SIERRA F,2002,46,40,9.677,0,0,Andricus brunneus,0,1
463,douglasi,16,KAWEAH R,2003,23,54,4.224,0,0,Andricus brunneus,0,1
142,lobata,2,JASPER R,2001,5,22,-9,0,0,Andricus brunneus,0,1
483,lobata,12,SIERRA F,2002,45,43,6.252,0,0,Andricus brunneus,0,1
238,lobata,3,POZO,2005,40,85,5.27,0,0,Andricus brunneus,0,1
7,lobata,1,HNHR,2002,15,29,10.386,0,0,Andricus brunneus,0,1
47,lobata,1,HNHR,2004,111,29,2.02,0,0,Andricus brunneus,0,1
415,douglasi,14,SAN JOAQ,2004,10,98,0,11,0.08,Andricus brunneus,0,1
413,douglasi,14,SAN JOAQ,2005,8,48,3.828,0,0,Andricus brunneus,0,1
395,douglasi,12,SIERRA F,2004,14,35,2.44,0,0,Andricus brunneus,0,1
71,lobata,1,HNHR,2004,152,51,7.1,0,0,Andricus brunneus,0,1
141,lobata,2,JASPER R,2002,2,34,2.454,0,0,Andricus brunneus,0,1
91,douglasi,1,HNHR,2003,180,96,6.016,0,0,Andricus brunneus,0,1
112,lobata,1,HNHR,2002,213,40,6.123,0,0,Andricus brunneus,0,1
361,douglasi,11,DYE CRK,2003,19,67,7.508,0,0,Andricus brunneus,0,1
338,lobata,10,TOWER HS,2005,53,20,6.305,0,0,Andricus brunneus,0,1
390,douglasi,12,SIERRA F,2004,9,59,4,0,0,Andricus brunneus,0,1
202,lobata,2,JASPER R,2003,91,40,8.886,0,0,Andricus brunneus,0,1
250,douglasi,3,POZO,2005,57,157,6.138,3,0.095,Andricus brunneus,0,1
84,lobata,1,HNHR,2005,169,28,4.368,1,1.00E-04,Andricus brunneus,0,1
25,lobata,1,HNHR,2004,52,22,7.46,0,0,Andricus brunneus,0,1
158,douglasi,2,JASPER R,2003,26,45,6.1,0,0,Andricus brunneus,0,1
440,lobata,9,HOPLAND,2001,72,62,5.69,0,0,Andricus brunneus,0,1
342,lobata,10,TOWER HS,2004,57,17,3.54,0,0,Andricus brunneus,0,1
474,lobata,8,LIEBRE M,2005,50,21,4.054,2,2.00E-04,Andricus brunneus,0,1
52,douglasi,1,HNHR,2005,122,31,4.683,0,0,Andricus brunneus,0,1
59,lobata,1,HNHR,2001,130,61,5.574,0,0,Andricus brunneus,0,1
183,douglasi,2,JASPER R,2004,64,75,4.88,0,0,Andricus brunneus,0,1
466,lobata,8,LIEBRE M,2002,42,36,4.845,0,0,Andricus brunneus,0,1
85,lobata,1,HNHR,2005,171,34,5.601,0,0,Andricus brunneus,0,1
474,lobata,8,LIEBRE M,2000,50,82,11.306,0,0,Andricus brunneus,0,1
21,douglasi,1,HNHR,2004,47,47,5.7,0,0,Andricus brunneus,0,1
43,lobata,1,HNHR,2003,98,28,2.444,0,0,Andricus brunneus,0,1
412,douglasi,14,SAN JOAQ,2004,7,83,4.73,2,0.02,Andricus brunneus,0,1
62,lobata,1,HNHR,2004,136,27,3.78,0,0,Andricus brunneus,0,1
196,douglasi,2,JASPER R,2005,80,52,17.769,0,0,Andricus brunneus,0,1
87,lobata,1,HNHR,2004,173,55,10.71,0,0,Andricus brunneus,0,1
444,lobata,15,KAWEAH O,2006,4,27,2.82,0,0,Andricus brunneus,0,1
195,lobata,2,JASPER R,2003,79,48,5.352,0,0,Andricus brunneus,0,1
205,lobata,2,JASPER R,2001,97,27,6.221,0,0,Andricus brunneus,0,1
339,lobata,10,TOWER HS,2006,54,23,5.476,0,0,Andricus brunneus,0,1
109,lobata,1,HNHR,2004,210,18,8.3,0,0,Andricus brunneus,0,1
118,douglasi,1,HNHR,2005,220,63,11.34,0,0,Andricus brunneus,0,1
129,lobata,1,HNHR,2005,235,27,5.977,0,0,Andricus brunneus,0,1
142,lobata,2,JASPER R,2003,5,97,7.079,0,0,Andricus brunneus,0,1
152,douglasi,2,JASPER R,2005,20,63,7.959,0,0,Andricus brunneus,0,1
443,lobata,15,KAWEAH O,2000,3,12,7.315,0,0,Andricus brunneus,0,1
225,douglasi,3,POZO,2004,21,103,3.67,19,0.21,Andricus brunneus,0,1
105,lobata,1,HNHR,2004,201,62,10.69,0,0,Andricus brunneus,0,1
32,lobata,1,HNHR,2001,62,32,4.73,0,0,Andricus brunneus,0,1
432,lobata,9,HOPLAND,2001,64,76,8.872,0,0,Andricus brunneus,0,1
263,douglasi,4,SEDGWICK,2003,7,55,5.399,0,0,Andricus brunneus,0,1
81,douglasi,1,HNHR,2003,165,84,6.028,0,0,Andricus brunneus,0,1
38,lobata,1,HNHR,2005,75,40,5.456,0,0,Andricus brunneus,0,1
307,douglasi,8,LIEBRE M,2005,40,183,6.083,0,0,Andricus brunneus,0,1
340,lobata,10,TOWER HS,2001,55,63,8.298,0,0,Andricus brunneus,0,1
199,lobata,2,JASPER R,2005,83,45,9.272,0,0,Andricus brunneus,0,1
254,lobata,3,POZO,2005,72,40,4.246,0,0,Andricus brunneus,0,1
321,douglasi,9,HOPLAND,2003,54,56,8.681,0,0,Andricus brunneus,0,1
76,douglasi,1,HNHR,2003,157,62,6.216,0,0,Andricus brunneus,0,1
63,lobata,1,HNHR,2002,139,50,5.189,0,0,Andricus brunneus,0,1
182,lobata,2,JASPER R,2003,63,42,4.83,0,0,Andricus brunneus,0,1
299,douglasi,8,LIEBRE M,2004,32,68,3.94,0,0,Andricus brunneus,0,1
381,lobata,11,DYE CRK,2006,39,16,5.28,0,0,Andricus brunneus,0,1
450,lobata,15,KAWEAH O,2001,10,22,6.927,0,0,Andricus brunneus,0,1
146,lobata,2,JASPER R,2006,9,14,1.581,0,0,Andricus brunneus,0,1
4,lobata,1,HNHR,2003,6,40,5.57,0,0,Andricus brunneus,0,1
156,lobata,2,JASPER R,2003,24,53,7.415,0,0,Andricus brunneus,0,1
85,lobata,1,HNHR,2001,171,57,4.901,0,0,Andricus brunneus,0,1
358,douglasi,11,DYE CRK,2004,16,70,2.49,14,0.14,Andricus brunneus,0,1
478,lobata,12,SIERRA F,2002,40,45,8.733,0,0,Andricus brunneus,0,1
375,lobata,11,DYE CRK,2004,33,20,6.28,0,0,Andricus brunneus,0,1
78,lobata,1,HNHR,2002,160,18,6.268,0,0,Andricus brunneus,0,1
242,lobata,3,POZO,2000,48,27,3.791,0,0,Andricus brunneus,0,1
447,lobata,15,KAWEAH O,2001,7,59,3.69,0,0,Andricus brunneus,0,1
150,lobata,2,JASPER R,2005,14,41,4.773,0,0,Andricus brunneus,0,1
251,lobata,3,POZO,2001,58,59,9.78,0,0,Andricus brunneus,0,1
343,douglasi,11,DYE CRK,2003,1,56,4.121,2,0.01,Andricus brunneus,0,1
56,douglasi,1,HNHR,2003,126,89,7.825,0,0,Andricus brunneus,0,1
337,lobata,10,TOWER HS,2003,52,53,4.189,0,0,Andricus brunneus,0,1
283,lobata,4,SEDGWICK,2003,47,44,6.042,0,0,Andricus brunneus,0,1
277,douglasi,4,SEDGWICK,2003,35,74,3.327,11,0.139,Andricus brunneus,0,1
252,lobata,3,POZO,2001,59,79,9.103,0,0,Andricus brunneus,0,1
423,douglasi,14,SAN JOAQ,2004,18,55,3.87,0,0,Andricus brunneus,0,1
60,lobata,1,HNHR,2003,131,62,6.727,0,0,Andricus brunneus,0,1
134,lobata,1,HNHR,2004,243,33,5.23,0,0,Andricus brunneus,0,1
348,douglasi,11,DYE CRK,2004,6,62,3.69,0,0,Andricus brunneus,0,1
179,lobata,2,JASPER R,2000,60,48,6.401,0,0,Andricus brunneus,0,1
409,douglasi,14,SAN JOAQ,2005,4,67,3.42,10,0.146,Andricus brunneus,0,1
408,douglasi,14,SAN JOAQ,2003,3,96,4.981,1,0.001,Andricus brunneus,0,1
213,lobata,3,POZO,2006,7,22,3.173,0,0,Andricus brunneus,0,1
341,lobata,10,TOWER HS,2006,56,25,1.991,0,0,Andricus brunneus,0,1
6,lobata,1,HNHR,2001,14,29,6.203,0,0,Andricus brunneus,0,1
364,douglasi,11,DYE CRK,2003,22,108,10.33,19,0.077,Andricus brunneus,0,1
35,lobata,1,HNHR,2002,68,63,5.312,0,0,Andricus brunneus,0,1
477,lobata,12,SIERRA F,2003,39,64,9.977,0,0,Andricus brunneus,0,1
447,lobata,15,KAWEAH O,2002,7,38,2.853,0,0,Andricus brunneus,0,1
439,lobata,9,HOPLAND,2005,71,31,5.65,0,0,Andricus brunneus,0,1
151,lobata,2,JASPER R,2004,19,17,5.36,0,0,Andricus brunneus,0,1
441,lobata,15,KAWEAH O,2004,1,27,5.06,0,0,Andricus brunneus,0,1
311,douglasi,9,HOPLAND,2003,5,97,6.402,7,0.042,Andricus brunneus,0,1
165,lobata,2,JASPER R,2006,38,11,2.45,0,0,Andricus brunneus,0,1
161,douglasi,2,JASPER R,2004,30,48,3.27,0,0,Andricus brunneus,0,1
182,lobata,2,JASPER R,2005,63,65,8.953,1,0.005,Andricus brunneus,0,1
57,lobata,1,HNHR,2006,127,17,7.449,0,0,Andricus brunneus,0,1
38,lobata,1,HNHR,2002,75,37,6.241,0,0,Andricus brunneus,0,1
255,lobata,3,POZO,2001,74,80,6.731,0,0,Andricus brunneus,0,1
246,lobata,3,POZO,2000,53,69,12.907,0,0,Andricus brunneus,0,1
32,lobata,1,HNHR,2004,62,53,5.05,0,0,Andricus brunneus,0,1
319,douglasi,9,HOPLAND,2005,52,47,5.129,0,0,Andricus brunneus,0,1
189,lobata,2,JASPER R,2003,71,48,5.035,0,0,Andricus brunneus,0,1
432,lobata,9,HOPLAND,2004,64,27,3.71,0,0,Andricus brunneus,0,1
247,lobata,3,POZO,2005,54,48,4.983,0,0,Andricus brunneus,0,1
196,douglasi,2,JASPER R,2003,80,42,6.363,0,0,Andricus brunneus,0,1
384,douglasi,12,SIERRA F,2003,3,36,3.436,0,0,Andricus brunneus,0,1
474,lobata,8,LIEBRE M,2004,50,30,4.97,0,0,Andricus brunneus,0,1
274,lobata,4,SEDGWICK,2003,27,19,3.716,0,0,Andricus brunneus,0,1
450,lobata,15,KAWEAH O,2006,10,23,3.806,0,0,Andricus brunneus,0,1
227,douglasi,3,POZO,2004,23,102,3.29,0,0,Andricus brunneus,0,1
132,lobata,1,HNHR,2002,241,31,4.16,0,0,Andricus brunneus,0,1
388,douglasi,12,SIERRA F,2004,7,52,3.77,0,0,Andricus brunneus,0,1
114,lobata,1,HNHR,2004,215,30,3.72,0,0,Andricus brunneus,0,1
470,lobata,8,LIEBRE M,2004,46,19,4.49,0,0,Andricus brunneus,0,1
343,douglasi,11,DYE CRK,2005,1,94,5.775,0,0,Andricus brunneus,0,1
136,douglasi,1,HNHR,2004,246,43,4.22,0,0,Andricus brunneus,0,1
264,douglasi,4,SEDGWICK,2003,8,53,4.477,0,0,Andricus brunneus,0,1
457,douglasi,16,KAWEAH R,2005,17,75,4.046,0,0,Andricus brunneus,0,1
33,lobata,1,HNHR,2005,64,61,8.977,0,0,Andricus brunneus,0,1
200,lobata,2,JASPER R,2003,88,62,5.623,0,0,Andricus brunneus,0,1
125,douglasi,1,HNHR,2005,229,76,9.907,1,1.00E-04,Andricus brunneus,0,1
88,lobata,1,HNHR,2002,174,40,6.67,0,0,Andricus brunneus,0,1
44,lobata,1,HNHR,2001,103,41,6.697,0,0,Andricus brunneus,0,1
384,douglasi,12,SIERRA F,2004,3,25,2.17,0,0,Andricus brunneus,0,1
374,lobata,11,DYE CRK,2002,32,41,5.019,0,0,Andricus brunneus,0,1
97,lobata,1,HNHR,2006,189,18,4.56,0,0,Andricus brunneus,0,1
320,douglasi,9,HOPLAND,2003,53,45,10.199,0,0,Andricus brunneus,0,1
32,lobata,1,HNHR,2005,62,50,7.06,0,0,Andricus brunneus,0,1
393,douglasi,12,SIERRA F,2005,12,33,2.267,1,0.01,Andricus brunneus,0,1
331,lobata,10,TOWER HS,2001,5,37,4.076,0,0,Andricus brunneus,0,1
118,douglasi,1,HNHR,2004,220,30,4.13,0,0,Andricus brunneus,0,1
484,lobata,12,SIERRA F,2003,46,29,10.8,0,0,Andricus brunneus,0,1
86,lobata,1,HNHR,2004,172,49,6.67,0,0,Andricus brunneus,0,1
180,douglasi,2,JASPER R,2005,61,114,10.61,0,0,Andricus brunneus,0,1
60,lobata,1,HNHR,2001,131,42,7.048,0,0,Andricus brunneus,0,1
150,lobata,2,JASPER R,2006,14,10,2.813,0,0,Andricus brunneus,0,1
252,lobata,3,POZO,2004,59,105,8.52,0,0,Andricus brunneus,0,1
194,douglasi,2,JASPER R,2003,76,74,7.238,0,0,Andricus brunneus,0,1
216,douglasi,3,POZO,2004,11,90,2.4,0,0,Andricus brunneus,0,1
291,douglasi,8,LIEBRE M,2004,24,58,3.08,0,0,Andricus brunneus,0,1
449,lobata,15,KAWEAH O,2000,9,44,7.584,0,0,Andricus brunneus,0,1
336,lobata,10,TOWER HS,2000,11,22,3.323,0,0,Andricus brunneus,0,1
349,douglasi,11,DYE CRK,2004,7,49,5.48,0,0,Andricus brunneus,0,1
160,douglasi,2,JASPER R,2004,29,46,2.7,2,0.01,Andricus brunneus,0,1
414,douglasi,14,SAN JOAQ,2003,9,70,5.836,0,0,Andricus brunneus,0,1
48,lobata,1,HNHR,2004,114,5,0.56,0,0,Andricus brunneus,0,1
105,lobata,1,HNHR,2003,201,81,7.778,0,0,Andricus brunneus,0,1
341,lobata,10,TOWER HS,2005,56,32,2.546,0,0,Andricus brunneus,0,1
23,douglasi,1,HNHR,2003,50,80,5.281,0,0,Andricus brunneus,0,1
484,lobata,12,SIERRA F,2004,46,21,5.37,0,0,Andricus brunneus,0,1
120,douglasi,1,HNHR,2004,223,33,3.42,0,0,Andricus brunneus,0,1
75,douglasi,1,HNHR,2005,156,81,8.449,0,0,Andricus brunneus,0,1
317,douglasi,9,HOPLAND,2003,11,77,5.295,0,0,Andricus brunneus,0,1
331,lobata,10,TOWER HS,2002,5,27,5.73,0,0,Andricus brunneus,0,1
266,douglasi,4,SEDGWICK,2004,10,51,4.79,0,0,Andricus brunneus,0,1
424,douglasi,14,SAN JOAQ,2005,19,76,3.784,2,0.069,Andricus brunneus,0,1
471,lobata,8,LIEBRE M,2005,47,41,5.861,0,0,Andricus brunneus,0,1
86,lobata,1,HNHR,2005,172,38,6.378,0,0,Andricus brunneus,0,1
69,lobata,1,HNHR,2004,150,16,4.2,0,0,Andricus brunneus,0,1
193,lobata,2,JASPER R,2006,75,14,2.345,0,0,Andricus brunneus,0,1
78,lobata,1,HNHR,2001,160,35,8.059,0,0,Andricus brunneus,0,1
105,lobata,1,HNHR,2006,201,27,5.153,0,0,Andricus brunneus,0,1
274,lobata,4,SEDGWICK,2000,27,25,6.33,0,0,Andricus brunneus,0,1
367,lobata,11,DYE CRK,2006,25,13,3.449,0,0,Andricus brunneus,0,1
206,lobata,2,JASPER R,2001,98,71,8.893,0,0,Andricus brunneus,0,1
261,douglasi,4,SEDGWICK,2004,5,91,6.92,0,0,Andricus brunneus,0,1
354,douglasi,11,DYE CRK,2005,12,34,3.285,3,0.126,Andricus brunneus,0,1
208,douglasi,3,POZO,2004,1,64,2.67,0,0,Andricus brunneus,0,1
49,douglasi,1,HNHR,2003,117,69,5.068,0,0,Andricus brunneus,0,1
259,douglasi,4,SEDGWICK,2005,3,37,2.633,0,0,Andricus brunneus,0,1
434,lobata,9,HOPLAND,2001,66,53,6.089,0,0,Andricus brunneus,0,1
303,douglasi,8,LIEBRE M,2004,36,31,2.88,0,0,Andricus brunneus,0,1
36,lobata,1,HNHR,2000,72,10,4.393,0,0,Andricus brunneus,0,1
86,lobata,1,HNHR,2000,172,37,4.553,0,0,Andricus brunneus,0,1
244,lobata,3,POZO,2006,50,15,2.606,0,0,Andricus brunneus,0,1
31,lobata,1,HNHR,2006,61,34,6.373,0,0,Andricus brunneus,0,1
189,lobata,11,DYE CRK,2000,40,38,3.428,0,0,Andricus brunneus,0,1
19,lobata,1,HNHR,2005,45,37,4.73,0,0,Andricus brunneus,0,1
443,lobata,15,KAWEAH O,2001,3,76,5.921,0,0,Andricus brunneus,0,1
423,douglasi,14,SAN JOAQ,2003,18,72,3.931,0,0,Andricus brunneus,0,1
247,lobata,3,POZO,2003,54,62,7.634,0,0,Andricus brunneus,0,1
411,douglasi,14,SAN JOAQ,2003,6,119,5.331,4,0.03,Andricus brunneus,0,1
35,lobata,1,HNHR,2001,68,43,5.458,0,0,Andricus brunneus,0,1
449,lobata,15,KAWEAH O,2002,9,28,4.055,0,0,Andricus brunneus,0,1
474,lobata,8,LIEBRE M,2002,50,87,6.827,0,0,Andricus brunneus,0,1
37,lobata,1,HNHR,2000,74,30,5.699,0,0,Andricus brunneus,0,1
130,douglasi,1,HNHR,2003,236,47,8.191,0,0,Andricus brunneus,0,1
193,lobata,2,JASPER R,2003,75,72,6.4,0,0,Andricus brunneus,0,1
177,lobata,2,JASPER R,2001,58,73,7.41,0,0,Andricus brunneus,0,1
221,douglasi,3,POZO,2005,17,44,1.333,6,0.037,Andricus brunneus,0,1
444,lobata,15,KAWEAH O,2002,4,80,4.264,0,0,Andricus brunneus,0,1
208,douglasi,3,POZO,2005,1,89,4.632,0,0,Andricus brunneus,0,1
25,lobata,1,HNHR,2006,52,16,2.552,0,0,Andricus brunneus,0,1
217,lobata,3,POZO,2000,12,63,5.464,0,0,Andricus brunneus,0,1
234,lobata,3,POZO,2005,32,58,5.347,0,0,Andricus brunneus,0,1
96,lobata,1,HNHR,2004,188,49,7.66,0,0,Andricus brunneus,0,1
179,lobata,2,JASPER R,2006,60,14,2.221,0,0,Andricus brunneus,0,1
135,lobata,1,HNHR,2005,245,32,6.168,0,0,Andricus brunneus,0,1
441,lobata,15,KAWEAH O,2003,1,15,3.236,0,0,Andricus brunneus,0,1
258,douglasi,4,SEDGWICK,2004,2,59,4,0,0,Andricus brunneus,0,1
342,lobata,10,TOWER HS,2001,57,63,5.077,0,0,Andricus brunneus,0,1
284,lobata,4,SEDGWICK,2005,48,28,6.119,0,0,Andricus brunneus,0,1
142,lobata,2,JASPER R,2005,5,39,3.98,0,0,Andricus brunneus,0,1
133,lobata,1,HNHR,2003,242,32,7.285,0,0,Andricus brunneus,0,1
341,lobata,10,TOWER HS,2002,56,37,5.739,0,0,Andricus brunneus,0,1
59,lobata,1,HNHR,2005,130,36,4.878,0,0,Andricus brunneus,0,1
